,type
4102.cif,0
3025.cif,0
629006.cif,1
58298.cif,1
265173.cif,0
58861.cif,1
432364.cif,0
74902.cif,0
95539.cif,0
185516.cif,1
180186.cif,0
243759.cif,1
52670.cif,1
637541.cif,1
160817.cif,0
49911.cif,1
9508.cif,0
20804.cif,0
636581.cif,1
632454.cif,1
68093.cif,1
152048.cif,1
603851.cif,1
174073.cif,0
411050.cif,0
163665.cif,0
635092.cif,1
417153.cif,0
58323.cif,1
673002.cif,0
424456.cif,1
173716.cif,1
634326.cif,1
91542.cif,0
109956.cif,0
600162.cif,1
191998.cif,1
250468.cif,0
646152.cif,1
73742.cif,1
608133.cif,1
648209.cif,1
196630.cif,1
189088.cif,1
33781.cif,0
630911.cif,1
184549.cif,0
56790.cif,0
24387.cif,0
28313.cif,1
68067.cif,1
649011.cif,1
193117.cif,1
255423.cif,0
15810.cif,1
635124.cif,1
411261.cif,1
258499.cif,1
187979.cif,1
56780.cif,0
31857.cif,0
170781.cif,0
240963.cif,0
642094.cif,1
603984.cif,1
261182.cif,0
651764.cif,1
74520.cif,0
181882.cif,1
4702.cif,0
109097.cif,1
9892.cif,0
67648.cif,0
33571.cif,1
671033.cif,1
39488.cif,0
79480.cif,1
73543.cif,0
104455.cif,1
409543.cif,0
611772.cif,1
675817.cif,1
8158.cif,1
84820.cif,0
249365.cif,0
20005.cif,1
102829.cif,1
165559.cif,1
89568.cif,0
85720.cif,0
23359.cif,1
27681.cif,0
154817.cif,0
424988.cif,0
675263.cif,0
650335.cif,1
675800.cif,1
417822.cif,0
251868.cif,0
615023.cif,1
639032.cif,1
172374.cif,0
51532.cif,0
630170.cif,1
191683.cif,1
635232.cif,1
27230.cif,0
418830.cif,0
8237.cif,0
673023.cif,1
630341.cif,1
419400.cif,0
157920.cif,1
28532.cif,1
425415.cif,0
91241.cif,1
54472.cif,0
104548.cif,1
431295.cif,0
620630.cif,1
244022.cif,1
24876.cif,1
86099.cif,0
421552.cif,0
65482.cif,0
82188.cif,0
39382.cif,0
72369.cif,0
415742.cif,1
646695.cif,1
2602.cif,0
673001.cif,0
20742.cif,1
62512.cif,0
628691.cif,1
261678.cif,1
1842.cif,1
2951.cif,0
652201.cif,1
28420.cif,0
413344.cif,0
430534.cif,0
413488.cif,0
649296.cif,1
106373.cif,1
627222.cif,1
156340.cif,1
54164.cif,0
670830.cif,1
602845.cif,0
81667.cif,0
203201.cif,0
75040.cif,0
27375.cif,0
106807.cif,1
15710.cif,1
265377.cif,0
63639.cif,0
197274.cif,1
673690.cif,1
74821.cif,0
265372.cif,0
239046.cif,0
14278.cif,0
151749.cif,1
58364.cif,1
261126.cif,0
200286.cif,0
670022.cif,0
638769.cif,1
671172.cif,1
290900.cif,1
650837.cif,1
104537.cif,1
60682.cif,1
281210.cif,0
42035.cif,0
674986.cif,0
423492.cif,0
260737.cif,0
291074.cif,0
57643.cif,1
425305.cif,1
671032.cif,1
420128.cif,0
51304.cif,0
16539.cif,1
82793.cif,0
65040.cif,0
627995.cif,1
430826.cif,0
261179.cif,0
621659.cif,1
188654.cif,0
56382.cif,0
673912.cif,0
647846.cif,1
152032.cif,1
421182.cif,1
75031.cif,0
645736.cif,1
411036.cif,0
410874.cif,0
241448.cif,1
639793.cif,1
606695.cif,1
412255.cif,0
264657.cif,0
600718.cif,1
200543.cif,0
85843.cif,1
417441.cif,0
201935.cif,0
412663.cif,0
433168.cif,1
263310.cif,0
183260.cif,1
50228.cif,0
156307.cif,1
161884.cif,1
632443.cif,1
632255.cif,1
409696.cif,0
26.cif,0
410417.cif,0
614539.cif,1
434228.cif,0
189698.cif,1
83662.cif,0
60107.cif,0
28458.cif,1
674182.cif,1
259400.cif,0
649124.cif,1
407344.cif,0
45286.cif,1
264334.cif,0
418994.cif,0
607781.cif,1
76440.cif,0
79688.cif,0
646757.cif,1
9911.cif,0
428461.cif,0
673028.cif,1
82726.cif,1
252000.cif,0
674720.cif,1
171151.cif,0
50534.cif,1
65766.cif,1
50224.cif,0
671106.cif,1
72733.cif,0
26969.cif,0
2034.cif,0
609826.cif,1
602128.cif,1
615084.cif,1
37092.cif,1
651982.cif,1
193538.cif,0
97368.cif,1
20321.cif,1
641567.cif,1
69088.cif,0
602562.cif,1
169471.cif,1
191054.cif,1
183346.cif,1
618102.cif,1
415952.cif,1
603981.cif,1
53624.cif,1
68968.cif,1
174471.cif,1
53970.cif,1
157387.cif,1
609643.cif,1
671307.cif,1
16151.cif,0
9899.cif,0
238925.cif,0
427785.cif,0
280254.cif,0
48118.cif,0
613780.cif,1
609463.cif,1
38167.cif,0
33680.cif,1
674858.cif,1
253213.cif,0
413664.cif,0
67656.cif,1
605020.cif,1
425770.cif,1
249702.cif,1
164348.cif,1
676235.cif,1
380405.cif,1
370009.cif,1
41384.cif,1
165362.cif,1
191711.cif,1
55670.cif,1
77382.cif,1
74768.cif,0
73392.cif,0
84366.cif,0
291238.cif,1
159000.cif,0
152132.cif,1
61611.cif,0
99783.cif,1
9071.cif,0
96781.cif,0
171964.cif,0
68568.cif,0
67920.cif,1
418558.cif,0
191195.cif,1
238568.cif,0
432467.cif,1
260312.cif,0
34273.cif,0
642486.cif,1
42442.cif,0
165335.cif,0
34360.cif,0
673124.cif,0
76919.cif,0
610099.cif,1
676056.cif,0
625702.cif,1
245608.cif,1
173490.cif,1
172855.cif,0
15268.cif,0
183926.cif,0
32030.cif,1
675730.cif,1
281372.cif,1
672093.cif,1
56179.cif,1
59871.cif,0
412383.cif,0
624053.cif,1
249714.cif,0
83263.cif,0
649884.cif,1
38383.cif,0
418541.cif,1
645316.cif,1
73118.cif,0
58958.cif,1
251637.cif,0
61519.cif,0
99481.cif,0
411290.cif,0
35390.cif,0
255147.cif,0
247865.cif,0
671016.cif,1
162369.cif,0
76593.cif,1
74693.cif,1
627585.cif,1
603573.cif,1
245047.cif,0
159151.cif,1
244735.cif,1
68958.cif,0
53658.cif,1
39594.cif,0
159465.cif,1
671567.cif,1
92450.cif,1
99952.cif,0
68905.cif,0
262538.cif,0
671235.cif,1
24153.cif,0
76702.cif,1
81230.cif,0
75723.cif,1
23475.cif,1
412877.cif,0
80183.cif,0
410737.cif,0
238227.cif,1
32591.cif,1
423722.cif,1
172992.cif,0
601783.cif,1
69045.cif,0
150601.cif,1
155704.cif,0
58611.cif,1
612016.cif,1
103885.cif,1
102.cif,0
415332.cif,1
423454.cif,1
411625.cif,1
601786.cif,1
612811.cif,1
628238.cif,1
656351.cif,1
150328.cif,0
17.cif,0
77697.cif,1
197899.cif,1
671268.cif,1
24654.cif,1
202194.cif,0
53288.cif,1
58852.cif,1
201506.cif,1
241362.cif,0
89592.cif,1
201847.cif,1
409889.cif,1
651868.cif,1
642837.cif,1
621329.cif,1
26967.cif,0
421464.cif,1
78732.cif,0
249472.cif,1
96915.cif,0
618948.cif,1
58894.cif,1
640528.cif,1
419897.cif,1
420847.cif,1
603499.cif,1
38412.cif,1
10110.cif,0
110514.cif,0
656168.cif,1
103436.cif,1
244369.cif,0
110358.cif,0
410699.cif,1
201769.cif,1
107574.cif,1
425117.cif,0
77752.cif,1
612210.cif,1
672883.cif,1
95853.cif,1
431470.cif,0
26656.cif,0
409171.cif,0
43457.cif,1
261752.cif,1
425793.cif,1
50788.cif,0
41888.cif,0
246547.cif,1
93116.cif,1
28884.cif,1
291531.cif,1
75403.cif,1
88271.cif,1
633780.cif,1
165104.cif,0
155420.cif,0
250616.cif,0
609658.cif,1
57437.cif,1
281106.cif,0
44086.cif,1
411217.cif,0
263594.cif,0
658941.cif,1
170926.cif,0
69977.cif,0
170838.cif,0
10077.cif,0
670884.cif,1
674447.cif,0
422108.cif,0
27581.cif,0
88224.cif,1
23588.cif,0
72319.cif,0
23888.cif,1
94469.cif,1
603145.cif,1
657933.cif,1
202981.cif,0
617615.cif,1
109289.cif,1
75029.cif,1
87361.cif,0
243356.cif,1
167153.cif,1
31294.cif,0
415056.cif,0
424570.cif,0
190121.cif,1
239441.cif,1
639843.cif,1
260844.cif,0
6166.cif,0
57910.cif,1
412524.cif,0
415211.cif,0
4311.cif,1
411339.cif,0
151097.cif,0
35237.cif,0
19077.cif,0
649543.cif,1
238277.cif,0
26857.cif,1
236902.cif,0
412516.cif,0
171005.cif,0
614537.cif,1
191676.cif,1
93225.cif,1
74811.cif,0
95524.cif,0
55269.cif,0
151707.cif,0
160219.cif,0
239991.cif,1
20490.cif,1
110698.cif,1
614354.cif,1
633421.cif,1
151224.cif,0
2954.cif,0
265064.cif,0
402063.cif,0
413985.cif,0
53340.cif,1
281404.cif,0
391270.cif,0
616812.cif,1
170144.cif,1
188618.cif,1
109784.cif,0
187374.cif,1
9006.cif,0
95063.cif,1
391056.cif,1
57502.cif,1
419070.cif,1
20522.cif,0
66971.cif,0
603291.cif,1
606887.cif,1
35330.cif,0
166167.cif,0
171645.cif,0
637300.cif,1
673897.cif,1
95516.cif,0
109070.cif,0
62489.cif,0
25366.cif,0
12117.cif,0
63393.cif,0
58735.cif,1
636310.cif,1
151861.cif,1
414646.cif,0
158000.cif,1
658236.cif,1
421935.cif,1
52446.cif,1
155638.cif,0
609086.cif,1
188978.cif,1
291915.cif,1
191242.cif,1
187996.cif,1
670474.cif,1
170647.cif,0
150822.cif,1
627744.cif,1
640272.cif,1
264718.cif,0
671610.cif,1
422096.cif,1
624817.cif,1
675155.cif,1
641188.cif,1
614250.cif,1
25324.cif,1
75597.cif,0
414123.cif,0
670874.cif,1
405405.cif,0
162986.cif,0
24053.cif,1
86810.cif,1
202188.cif,0
182068.cif,1
2129.cif,1
58728.cif,1
264681.cif,0
87128.cif,1
6085.cif,0
417431.cif,0
622126.cif,1
43811.cif,1
611100.cif,1
670464.cif,1
68107.cif,1
43501.cif,1
251726.cif,1
26167.cif,0
620068.cif,1
600611.cif,1
197902.cif,1
3115.cif,0
26455.cif,0
240040.cif,1
54254.cif,1
57333.cif,1
646290.cif,1
192169.cif,0
182808.cif,1
170076.cif,0
104498.cif,1
172153.cif,0
25331.cif,1
280628.cif,1
602720.cif,1
644538.cif,1
79687.cif,1
433579.cif,0
39348.cif,0
33786.cif,0
187539.cif,1
615611.cif,1
28192.cif,0
151029.cif,0
421481.cif,0
167543.cif,0
670095.cif,1
410353.cif,1
71197.cif,1
427062.cif,1
673791.cif,1
85171.cif,0
261250.cif,1
427493.cif,1
428620.cif,1
74988.cif,1
23875.cif,0
65135.cif,0
14222.cif,1
2548.cif,1
48111.cif,0
65830.cif,0
411684.cif,0
623450.cif,1
634333.cif,1
281421.cif,0
59988.cif,1
16583.cif,1
418755.cif,0
82727.cif,1
431182.cif,0
93528.cif,0
58830.cif,1
430866.cif,1
53390.cif,1
259397.cif,0
182716.cif,1
86272.cif,1
613052.cif,1
410881.cif,0
76637.cif,1
96038.cif,1
35425.cif,1
103443.cif,1
25788.cif,1
33949.cif,0
280936.cif,1
279617.cif,0
674528.cif,0
434756.cif,0
635001.cif,1
173604.cif,1
658860.cif,1
163029.cif,0
629636.cif,1
673575.cif,0
96785.cif,0
56856.cif,0
421750.cif,0
39369.cif,0
74766.cif,0
169110.cif,0
419725.cif,0
616824.cif,1
181464.cif,0
420130.cif,0
202911.cif,1
12119.cif,1
413163.cif,1
69967.cif,0
262435.cif,1
28920.cif,1
106244.cif,1
419401.cif,0
66050.cif,0
19076.cif,0
612608.cif,1
420217.cif,1
643563.cif,1
260964.cif,0
4152.cif,1
50736.cif,0
418744.cif,1
105509.cif,1
172767.cif,0
38106.cif,1
411493.cif,0
25400.cif,1
240261.cif,0
419887.cif,1
68327.cif,1
615705.cif,1
75041.cif,0
428896.cif,0
163472.cif,1
423606.cif,0
62924.cif,1
14207.cif,1
617618.cif,1
630554.cif,1
635577.cif,1
154437.cif,1
670713.cif,1
48185.cif,0
673981.cif,0
627587.cif,1
411492.cif,0
37232.cif,0
671792.cif,1
652655.cif,1
80357.cif,0
88336.cif,0
263461.cif,1
193108.cif,1
637823.cif,1
106704.cif,1
151237.cif,0
254411.cif,0
151683.cif,0
77320.cif,1
257604.cif,1
409804.cif,0
627047.cif,0
238329.cif,0
253650.cif,0
73120.cif,0
39120.cif,0
614808.cif,1
198573.cif,1
75322.cif,0
251180.cif,1
243486.cif,0
89551.cif,1
261318.cif,1
51432.cif,1
93133.cif,0
3228.cif,0
421886.cif,0
673009.cif,1
245304.cif,0
606232.cif,1
183294.cif,0
607864.cif,1
202116.cif,0
243977.cif,0
262733.cif,0
420061.cif,0
80194.cif,1
412224.cif,1
173309.cif,1
423608.cif,1
644540.cif,1
251066.cif,1
9062.cif,0
260104.cif,1
246369.cif,0
260237.cif,0
636281.cif,1
9750.cif,1
412878.cif,0
186943.cif,1
44917.cif,1
629739.cif,1
15937.cif,0
648900.cif,1
417435.cif,0
658676.cif,1
243399.cif,0
650533.cif,1
414677.cif,0
251998.cif,0
41231.cif,0
658348.cif,1
613129.cif,1
104564.cif,1
79025.cif,0
609406.cif,1
21013.cif,0
165607.cif,0
432194.cif,1
263684.cif,0
408938.cif,1
629850.cif,1
95453.cif,1
16049.cif,0
611239.cif,1
633990.cif,1
638841.cif,1
36531.cif,0
201548.cif,0
24039.cif,1
76293.cif,1
262314.cif,0
92225.cif,1
26245.cif,0
58891.cif,1
93344.cif,0
51993.cif,1
166616.cif,0
69098.cif,1
108988.cif,1
92293.cif,0
85846.cif,1
49579.cif,0
412759.cif,0
265252.cif,0
72749.cif,0
181891.cif,1
60776.cif,1
87415.cif,1
106315.cif,1
38042.cif,1
193225.cif,1
157837.cif,1
87595.cif,0
428804.cif,0
26389.cif,0
676301.cif,1
201603.cif,0
151320.cif,0
163062.cif,0
627946.cif,1
424224.cif,1
100296.cif,0
191369.cif,0
29204.cif,0
108128.cif,1
676201.cif,1
670819.cif,1
614338.cif,1
25102.cif,0
248202.cif,0
291558.cif,0
14044.cif,1
425625.cif,0
16230.cif,1
47227.cif,0
261434.cif,1
255297.cif,0
104124.cif,1
623940.cif,1
424705.cif,1
85954.cif,1
71578.cif,0
612594.cif,1
87145.cif,1
84022.cif,0
639858.cif,1
673822.cif,1
280662.cif,1
106713.cif,1
97101.cif,1
97430.cif,1
418855.cif,0
61683.cif,0
158002.cif,1
150306.cif,0
612509.cif,1
10454.cif,1
27653.cif,1
648656.cif,1
670920.cif,1
602285.cif,1
80487.cif,1
670992.cif,1
420182.cif,1
409971.cif,0
58971.cif,1
421924.cif,0
659824.cif,1
649292.cif,1
42678.cif,1
281554.cif,0
98718.cif,0
55637.cif,1
648274.cif,1
66009.cif,0
201349.cif,0
81488.cif,1
670160.cif,1
658114.cif,1
262614.cif,0
611768.cif,1
84170.cif,1
39538.cif,0
62029.cif,0
638777.cif,1
651370.cif,1
25015.cif,0
402546.cif,1
250708.cif,0
157832.cif,0
412431.cif,1
417739.cif,1
425701.cif,0
637713.cif,1
67545.cif,0
92177.cif,1
8274.cif,0
155192.cif,1
180382.cif,0
1287.cif,1
636034.cif,1
170020.cif,0
201807.cif,0
99238.cif,1
95072.cif,1
96728.cif,0
673491.cif,1
51139.cif,1
172528.cif,0
68075.cif,1
657607.cif,1
410994.cif,1
172605.cif,0
2159.cif,0
105586.cif,1
244110.cif,0
26595.cif,0
95171.cif,1
23144.cif,1
24100.cif,1
75551.cif,1
193666.cif,0
281484.cif,0
408118.cif,1
109049.cif,0
645432.cif,1
262668.cif,0
433569.cif,0
4054.cif,0
61424.cif,1
110543.cif,0
42700.cif,0
20387.cif,1
202466.cif,0
85734.cif,0
86690.cif,1
601608.cif,1
163002.cif,0
168814.cif,0
194070.cif,0
99842.cif,0
55553.cif,1
39562.cif,1
96027.cif,1
76655.cif,0
419155.cif,0
156206.cif,0
162070.cif,1
28367.cif,1
72343.cif,1
600431.cif,1
74544.cif,0
77889.cif,1
91136.cif,1
83664.cif,1
635354.cif,1
24904.cif,0
170595.cif,0
165345.cif,1
50274.cif,0
8061.cif,0
617155.cif,1
53728.cif,1
648760.cif,1
53896.cif,1
159149.cif,1
637449.cif,1
39361.cif,0
648052.cif,1
1308.cif,0
49904.cif,0
152607.cif,1
28200.cif,0
36258.cif,1
187968.cif,1
86285.cif,0
71850.cif,0
659298.cif,1
42288.cif,0
627150.cif,1
108435.cif,1
614447.cif,1
74790.cif,0
255163.cif,0
416258.cif,0
248227.cif,0
24765.cif,1
56125.cif,1
410708.cif,0
52476.cif,1
77243.cif,0
80810.cif,0
94884.cif,1
262630.cif,0
42462.cif,0
2613.cif,0
265281.cif,0
6014.cif,1
56745.cif,1
81400.cif,0
150980.cif,0
202853.cif,0
24718.cif,1
649873.cif,1
72926.cif,1
103838.cif,1
631482.cif,1
260425.cif,0
104056.cif,1
412903.cif,0
610771.cif,1
423173.cif,1
98733.cif,0
673630.cif,1
422979.cif,0
413745.cif,0
102022.cif,1
643625.cif,1
15961.cif,0
418253.cif,0
10380.cif,0
654433.cif,1
418491.cif,0
602688.cif,1
31861.cif,0
29114.cif,0
658672.cif,1
42482.cif,1
32508.cif,1
74174.cif,0
72654.cif,0
100789.cif,1
108375.cif,1
427896.cif,0
433148.cif,1
86415.cif,0
109868.cif,0
643735.cif,1
409517.cif,1
262128.cif,0
430304.cif,0
71254.cif,1
428875.cif,1
6234.cif,1
635781.cif,1
82924.cif,1
194187.cif,0
672462.cif,1
258842.cif,0
61070.cif,1
411621.cif,1
629703.cif,1
628742.cif,1
77435.cif,0
670861.cif,1
50944.cif,1
254921.cif,0
77719.cif,1
237012.cif,1
237529.cif,0
75007.cif,0
185999.cif,1
192554.cif,1
35210.cif,0
88068.cif,1
261365.cif,0
414019.cif,1
54206.cif,1
80028.cif,0
643754.cif,1
44490.cif,1
25629.cif,1
10446.cif,1
616993.cif,1
71444.cif,0
14157.cif,1
100607.cif,0
671980.cif,1
78476.cif,1
621524.cif,1
611923.cif,1
107145.cif,1
240238.cif,0
402039.cif,1
79865.cif,0
52663.cif,1
30247.cif,0
36001.cif,0
429115.cif,1
50239.cif,1
16749.cif,1
418912.cif,0
171165.cif,0
161592.cif,1
619332.cif,0
245293.cif,1
53707.cif,1
35293.cif,0
380374.cif,1
656839.cif,1
47158.cif,0
96940.cif,0
675301.cif,1
420094.cif,0
162214.cif,0
67109.cif,0
421412.cif,0
250194.cif,0
611998.cif,1
157371.cif,0
405332.cif,0
167734.cif,1
103417.cif,1
95673.cif,0
200775.cif,1
672808.cif,1
201735.cif,0
97542.cif,0
409908.cif,1
602730.cif,1
170134.cif,0
168838.cif,1
171491.cif,1
26658.cif,1
672850.cif,0
633196.cif,1
26051.cif,0
420301.cif,0
23133.cif,0
248548.cif,1
50945.cif,0
613081.cif,1
601357.cif,1
183999.cif,0
646652.cif,1
110179.cif,1
671721.cif,1
20735.cif,0
93541.cif,0
81486.cif,0
75319.cif,1
170802.cif,0
2254.cif,0
672689.cif,1
676026.cif,0
74830.cif,0
419511.cif,0
710042.cif,0
638731.cif,1
51127.cif,0
76271.cif,0
617246.cif,1
650775.cif,1
616385.cif,1
244663.cif,0
81473.cif,0
424073.cif,0
161371.cif,0
246778.cif,0
281532.cif,0
31685.cif,0
938.cif,0
59795.cif,1
16047.cif,0
28096.cif,0
430056.cif,1
23919.cif,0
616671.cif,1
58790.cif,1
52363.cif,0
157337.cif,1
617464.cif,1
414441.cif,1
104861.cif,1
260933.cif,1
170318.cif,0
200310.cif,0
251133.cif,0
650282.cif,1
675759.cif,1
618728.cif,1
671183.cif,1
165652.cif,0
53035.cif,1
183168.cif,1
600165.cif,1
404356.cif,1
670426.cif,1
619364.cif,1
609162.cif,1
674614.cif,1
401176.cif,0
94205.cif,1
52421.cif,1
607222.cif,1
291352.cif,1
423033.cif,0
166825.cif,0
10452.cif,0
77558.cif,1
622263.cif,1
43823.cif,0
674189.cif,0
8295.cif,0
62368.cif,0
671703.cif,1
609222.cif,1
97716.cif,0
23736.cif,1
65659.cif,0
69726.cif,1
255286.cif,1
617918.cif,1
601595.cif,1
105739.cif,1
49695.cif,0
622826.cif,1
186561.cif,1
615145.cif,1
200574.cif,0
28222.cif,0
656386.cif,1
416952.cif,0
77985.cif,1
241229.cif,0
59419.cif,1
9928.cif,0
172491.cif,1
245651.cif,1
202918.cif,0
169677.cif,1
157366.cif,1
37073.cif,1
52201.cif,1
671405.cif,1
76315.cif,1
69067.cif,0
62522.cif,0
59168.cif,1
645538.cif,1
417837.cif,1
58935.cif,1
66344.cif,1
639315.cif,1
254516.cif,0
190969.cif,1
642418.cif,1
174511.cif,0
639528.cif,1
39873.cif,1
246733.cif,0
615648.cif,1
1980.cif,0
416584.cif,1
606143.cif,1
81983.cif,1
414475.cif,1
674073.cif,0
249016.cif,0
10309.cif,0
109640.cif,0
642529.cif,1
44824.cif,1
600540.cif,1
162097.cif,1
642314.cif,1
37132.cif,0
95247.cif,1
261840.cif,0
187051.cif,0
41816.cif,1
109710.cif,1
644410.cif,1
657952.cif,1
37008.cif,0
640656.cif,1
96116.cif,1
415693.cif,1
241363.cif,0
672329.cif,1
183434.cif,0
40904.cif,0
649989.cif,1
419082.cif,1
421516.cif,0
421487.cif,0
65933.cif,0
92708.cif,0
65463.cif,0
657245.cif,1
150501.cif,1
634397.cif,1
83504.cif,1
260794.cif,1
621698.cif,1
391211.cif,0
246932.cif,1
10391.cif,0
621233.cif,1
31426.cif,1
174518.cif,0
261783.cif,1
408805.cif,0
47108.cif,0
75904.cif,1
81371.cif,1
94466.cif,1
152380.cif,0
200093.cif,0
603070.cif,1
185490.cif,0
251546.cif,0
80494.cif,0
637474.cif,1
673775.cif,1
253046.cif,0
181055.cif,1
109178.cif,0
38335.cif,0
615259.cif,1
640585.cif,1
191614.cif,0
79713.cif,1
430063.cif,1
73002.cif,1
50483.cif,0
200084.cif,0
105295.cif,1
248221.cif,0
88153.cif,1
402571.cif,1
243750.cif,0
402220.cif,0
163690.cif,0
55340.cif,1
89511.cif,0
603211.cif,1
53290.cif,1
184999.cif,1
410775.cif,1
672519.cif,1
65196.cif,0
423939.cif,1
89142.cif,1
94525.cif,1
198845.cif,1
409838.cif,0
188657.cif,0
430648.cif,1
82066.cif,1
109161.cif,0
650703.cif,1
710050.cif,1
629865.cif,1
68493.cif,0
202434.cif,0
241545.cif,1
642706.cif,1
38063.cif,0
640968.cif,1
239819.cif,0
21072.cif,0
66.cif,0
22191.cif,0
50377.cif,0
98505.cif,1
650532.cif,1
280346.cif,1
424100.cif,1
150288.cif,0
6002.cif,0
74977.cif,0
91280.cif,0
170773.cif,0
670785.cif,1
419001.cif,0
198762.cif,1
67092.cif,0
172983.cif,1
254225.cif,0
626593.cif,1
609303.cif,1
20794.cif,1
603259.cif,1
174528.cif,1
98410.cif,0
635073.cif,1
622078.cif,1
200031.cif,0
198099.cif,1
676248.cif,1
600505.cif,1
676210.cif,1
431420.cif,1
639178.cif,1
86280.cif,1
615517.cif,1
614446.cif,1
92913.cif,0
676229.cif,1
37332.cif,0
671336.cif,1
670338.cif,0
76444.cif,1
424834.cif,0
656565.cif,1
262833.cif,1
59480.cif,1
425175.cif,0
189759.cif,1
10257.cif,0
411720.cif,0
620559.cif,1
425543.cif,0
182587.cif,1
244021.cif,1
419142.cif,0
672286.cif,1
26843.cif,0
171138.cif,0
409996.cif,1
170954.cif,1
23735.cif,1
8189.cif,1
261300.cif,1
656439.cif,1
53335.cif,0
244687.cif,0
83832.cif,0
185108.cif,1
419144.cif,0
426707.cif,0
670124.cif,1
169095.cif,1
151471.cif,1
636234.cif,1
105768.cif,1
62681.cif,0
248916.cif,1
30792.cif,0
200518.cif,0
62064.cif,0
61048.cif,1
107048.cif,1
195639.cif,1
65611.cif,0
9849.cif,0
6184.cif,1
248830.cif,0
106846.cif,1
625371.cif,1
638405.cif,1
186838.cif,1
249955.cif,0
58825.cif,1
189292.cif,1
249756.cif,0
652377.cif,1
184360.cif,1
100839.cif,1
94986.cif,1
102093.cif,1
72107.cif,0
75356.cif,1
180391.cif,0
73664.cif,0
658884.cif,1
658210.cif,1
93975.cif,0
23445.cif,1
39739.cif,0
56765.cif,0
68076.cif,1
151208.cif,1
198833.cif,1
658599.cif,1
43321.cif,1
626203.cif,1
187838.cif,0
413334.cif,0
243833.cif,0
91459.cif,1
433398.cif,0
181188.cif,0
252880.cif,1
68316.cif,1
41404.cif,1
260150.cif,0
652837.cif,1
404479.cif,0
57372.cif,1
24508.cif,1
636249.cif,1
60537.cif,1
65619.cif,0
44188.cif,1
62556.cif,0
609232.cif,1
163067.cif,0
646766.cif,1
98507.cif,1
615119.cif,1
25402.cif,1
653458.cif,1
23352.cif,1
93338.cif,1
621212.cif,1
159213.cif,1
41662.cif,0
76159.cif,1
675833.cif,0
170467.cif,1
61681.cif,0
413449.cif,1
610638.cif,1
78180.cif,0
644605.cif,1
676316.cif,1
644148.cif,1
109910.cif,1
237419.cif,1
51072.cif,0
74542.cif,0
238604.cif,0
620191.cif,1
109944.cif,1
636542.cif,1
27100.cif,0
78751.cif,0
616836.cif,1
153908.cif,1
2332.cif,0
104243.cif,1
659155.cif,1
416931.cif,1
78585.cif,1
631028.cif,1
620498.cif,1
168493.cif,0
60112.cif,1
840.cif,1
255189.cif,0
614571.cif,1
610392.cif,1
30843.cif,1
625436.cif,1
50039.cif,0
650813.cif,1
66824.cif,0
635691.cif,1
51494.cif,0
247864.cif,1
173384.cif,0
181495.cif,1
39504.cif,1
626741.cif,1
647738.cif,1
108173.cif,1
10466.cif,1
637926.cif,1
672782.cif,1
607417.cif,1
642520.cif,1
158968.cif,1
16429.cif,1
412469.cif,0
79577.cif,1
634479.cif,1
263436.cif,0
246483.cif,1
256757.cif,0
415127.cif,0
30354.cif,1
413669.cif,0
180877.cif,1
5013.cif,1
247090.cif,1
34596.cif,1
412140.cif,0
262792.cif,1
88040.cif,1
636059.cif,1
38420.cif,0
249311.cif,0
262219.cif,1
66643.cif,0
161133.cif,1
95747.cif,1
391160.cif,0
67538.cif,0
108380.cif,1
605121.cif,1
607346.cif,1
244839.cif,0
54460.cif,1
655007.cif,1
27518.cif,0
50176.cif,0
108845.cif,0
247400.cif,1
42831.cif,1
192264.cif,0
66016.cif,1
105214.cif,1
82460.cif,1
102437.cif,1
158984.cif,0
265462.cif,0
192066.cif,1
673610.cif,1
651225.cif,1
246766.cif,0
603479.cif,1
173780.cif,0
65011.cif,0
109798.cif,0
6210.cif,0
28387.cif,1
201197.cif,0
92454.cif,1
674368.cif,1
201712.cif,0
44646.cif,1
185362.cif,0
642132.cif,1
154800.cif,0
23364.cif,0
260949.cif,0
632049.cif,1
88428.cif,0
261402.cif,1
670707.cif,1
171153.cif,0
244833.cif,0
9965.cif,1
38171.cif,1
3149.cif,0
602083.cif,1
197831.cif,1
15888.cif,1
4719.cif,0
642818.cif,0
249194.cif,0
72820.cif,1
621404.cif,1
195132.cif,0
246683.cif,0
130051.cif,1
20279.cif,1
601862.cif,1
8115.cif,0
638708.cif,1
27420.cif,1
63039.cif,0
25317.cif,1
253477.cif,1
619865.cif,1
154380.cif,0
36558.cif,0
658677.cif,1
418413.cif,0
615219.cif,1
628397.cif,1
59708.cif,1
249149.cif,0
608823.cif,1
104312.cif,1
416415.cif,0
418202.cif,1
421299.cif,0
618493.cif,1
31314.cif,0
68460.cif,0
676167.cif,1
641190.cif,1
75243.cif,0
58876.cif,1
97301.cif,1
614386.cif,1
106894.cif,1
154450.cif,1
20879.cif,1
650394.cif,1
409561.cif,1
652166.cif,1
672887.cif,1
625966.cif,1
167774.cif,0
239992.cif,0
400816.cif,0
103045.cif,1
86654.cif,1
608277.cif,1
676306.cif,1
2776.cif,0
81196.cif,1
15129.cif,1
40773.cif,1
230282.cif,0
431418.cif,1
624959.cif,1
65202.cif,1
10438.cif,1
230198.cif,1
238793.cif,0
255442.cif,0
86649.cif,0
606768.cif,1
602535.cif,1
43203.cif,1
